Ano;Trimestre;Data do Anúncio;Empresa alvo do investimento;Empresa(s) investidora(s);Real (em milhões);Dólar (em milhões);Valor Informado;Município;Região;Descrição do investimento;CNAE Empresa alvo do investimento;CNAE Empresa(s) investidora(s);Tipo Investimento;Período
"2012";"2";"22/05/2012";"Supermicro";"Supermicro Comercial LTDA - ME";"0,28";"0,14";"Sim";"São Paulo";"RM São Paulo";"Instalação da fabricante de equipamentos de informática.";"2622-1 - Fabricação de periféricos para equipamentos de informática";"4651-6 - Comércio atacadista de computadores, periféricos e suprimentos de informática";"Implantação";"2012 - 2012"
"2012";"2";"23/04/2012";"Lorenzetti";"Lorenzetti S.A industrias Brasileiras eletrometalurgicas";"...";"...";"Não";"São Paulo";"RM São Paulo";"Instalação de entro de distribuição no bairro da Mooca.";"2759-7 - Fabricação de aparelhos eletrodomésticos não especificados anteriormente";"2759-7 - Fabricação de aparelhos eletrodomésticos não especificados anteriormente";"Implantação";"2012 - 2012"
"2012";"2";"23/04/2012";"Praquemarido";"PQM Brasil Franchisine LTDA";"...";"...";"Não";"São Paulo";"RM São Paulo";"Abertura de franquia de manutenção e reparação de imóveis no bairro do Tatuapé.";"4399-1 - Serviços especializados para construção não especificados anteriormente";"7740-3 - Gestão de ativos intangíveis não-financeiros";"Implantação";"2011 - 2012"
"2012";"2";"21/06/2012";"Maletti";"Maletti Cabo Horn";"10,38";"5,07";"Sim";"São Paulo";"RM São Paulo";"Abertura de escritório e dp showroom da empresa de móveis para salão de beleza.";"4669-9 - Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças";"4669-9 - Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças";"Implantação";"2010 - 2012"
"2012";"2";"18/06/2012";"Ofner";"Martins da Costa e cia Ltda";"0,40";"0,20";"Sim";"São Paulo";"RM São Paulo";"Abertura Doceria no Shopping JK";"4721-1 - Comércio varejista de produtos de padaria, laticínio, doces, balas e semelhantes";"1091-1 - Fabricação de produtos de panificação";"Implantação";"2012 - 2012"
"2012";"2";"12/04/2012";"Mr. Beer Cervejas Especiais";"Mr. Beer, Comércio , Importação , Exportação e Distribuição de Bebidas Ltda";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de lojas de bebidas no bairro de Aclimação";"4723-7 - Comércio varejista de bebidas";"4635-4 - Comércio atacadista de bebidas";"Implantação";"2012 - 2012"
"2012";"2";"12/04/2012";"Mr. Beer Cervejas Especiais";"Mr. Beer, Comércio , Importação , Exportação e Distribuição de Bebidas Ltda";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de loja de bebidas no bairro do Itaim Bibi";"4723-7 - Comércio varejista de bebidas";"4635-4 - Comércio atacadista de bebidas";"Implantação";"2012 - 2012"
"2012";"2";"12/04/2012";"Mr. Beer Cervejas Especiais";"Mr. Beer, Comércio , Importação , Exportação e Distribuição de Bebidas Ltda";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de loja de bebidas no bairro de moema";"4723-7 - Comércio varejista de bebidas";"4635-4 - Comércio atacadista de bebidas";"Implantação";"2012 - 2012"
"2012";"2";"14/05/2012";"Brou'né";"Gustavo Poggioni Marins- Conveniências";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de loja de brownie de chocolate no Shopping Market Place.";"4729-6 - Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente; produtos do fumo";"4729-6 - Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente; produtos do fumo";"Implantação";"2012 - 2012"
"2012";"2";"26/04/2012";"Samsung";"Aquilon Telecomunicações Ltda";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de loja de eletrodomésticos e eletrônicos no Shopping Pátio Higienópolis.";"4752-1 - Comércio varejista especializado de equipamentos de telefonia e comunicação";"4752-1 - Comércio varejista especializado de equipamentos de telefonia e comunicação";"Implantação";"2012 - 2012"
"2012";"2";"29/05/2012";"Trussardi";"Karsten S/A";"1,00";"0,50";"Sim";"São Paulo";"RM São Paulo";"Inauguração de loja de confecções de cama, mesa, banho e enxovais.";"4755-5 - Comércio varejista especializado de tecidos e artigos de cama, mesa e banho";"1351-1 - Fabricação de artefatos têxteis para uso doméstico";"Implantação";"2012 - 2012"
"2012";"2";"17/05/2012";"Empório Body Store";"";"...";"...";"Não";"São Paulo";"RM São Paulo";"Abertura de franquia de loja de cosméticos no Shopping Vila Olímpia.";"4772-5 - Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal";"4772-5 - Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal";"Implantação";"2011 - 2012"
"2012";"2";"16/04/2012";"Ermenegildo Zegna";"Zegna Latin Americana Participações LTDA";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de loja de calçados e roupas masculinas no Shopping JK Iguatemi.";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"4642-7 - Comércio atacadista de artigos do vestuário e acessórios";"Implantação";"2012 - 2012"
"2012";"2";"24/04/2012";"Narumiya";"Narumiya Comércio de Artigos Infanto Juvenil Ltda";"1,50";"0,81";"Sim";"São Paulo";"RM São Paulo";"Inauguração de loja multimarca de roupas infatis no Shopping Villa Lobos";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"Implantação";"2011 - 2012"
"2012";"2";"27/04/2012";"Valisère";"";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de loja franqueada de lingerie no Shopping JK";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"Implantação";"2011 - 2012"
"2012";"2";"08/05/2012";"Hope Lingerie";"Hope Industrial de Lingerie Ltda-ME";"5,00";"2,52";"Sim";"São Paulo";"RM São Paulo";"Inauguração de loja conceito de lingerie na Rua Oscar Freire.";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"1411-8 - Confecção de roupas íntimas";"Implantação";"2011 - 2012"
"2012";"2";"15/06/2012";"Lets";"PG Publicidade Promoção e Participações LTDA/RBS Participações AS";"30,73";"15,00";"Sim";"São Paulo";"RM São Paulo";"Instalação de empresa de e-commerce de moda rápida online.";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"7311-4 - Agências de publicidade";"Implantação";"2012 - 2012"
"2012";"2";"21/06/2012";"Alexandre de Paris";"";"0,09";"0,04";"Sim";"São Paulo";"RM São Paulo";"Inauguração de loja de assessores femininos no Shopping  Iguatemi São Paulo";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"Implantação";"2012 - 2012"
"2012";"2";"21/06/2012";"Alexandre de Paris";"";"0,09";"0,04";"Sim";"São Paulo";"RM São Paulo";"Inauguração de  loja de assessores femininos  no Shopping Cidade Jardim";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"Implantação";"2011 - 2012"
"2012";"2";"13/04/2012";"Blue Gardênia";"";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de loja com artigos de cama, mesa, banho e decoração no Shopping JK Iguatemi.";"4789-0 - Comércio varejista de outros produtos novos não especificados anteriormente";"4789-0 - Comércio varejista de outros produtos novos não especificados anteriormente";"Implantação";"2012 - 2012"
"2012";"2";"10/04/2012";"Metrô";"Companhia do Metropolitano de São Paulo Metrô";"12.000,00";"6.470,75";"Sim";"São Paulo";"RM São Paulo";"Construção da linha 6 (Laranja) e compra de trens e sistema de operação";"4912-4 - Transporte metroferroviário de passageiros";"4912-4 - Transporte metroferroviário de passageiros";"Implantação";"2012 - 2020"
"2012";"2";"29/06/2012";"Expresso Brasileiro";"Viação Santa Cruz S.A.";"18,90";"9,23";"Sim";"São Paulo";"RM São Paulo";"Renovação e ampliação da frota de ônibus.";"4922-1 - Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, interestadual e internacional";"4922-1 - Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, interestadual e internacional";"Ampliação/Modernização";"2012 - 2012"
"2012";"2";"22/06/2012";"Aqces Logística";"AQCES  Logística Internacional LTDA";"37,00";"18,06";"Sim";"São Paulo";"RM São Paulo";"Aumento da capacidade da empresa de logística";"5120-0 - Transporte aéreo de carga";"5112-9 - Transporte aéreo de passageiros não-regular";"Ampliação";"2012 - 2012"
"2012";"2";"03/04/2012";"Frango Assado";"International Meal Company - IMC";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de Restaurante no Congonhas.";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"6462-0 - Holdings de instituições não-financeiras";"Implantação";"2011 - 2012"
"2012";"2";"10/04/2012";"Petrossian";"JTA Comércio e Distribuição de Produtos Alimentícios LTDA.";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de bistrô e revenda de caviar no shopping Iguatemi";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"4691-5 - Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios";"Implantação";"2012 - 2012"
"2012";"2";"16/04/2012";"Giraffas";"";"0,65";"0,35";"Sim";"São Paulo";"RM São Paulo";"Abertura de restaurante fastfood, franqueado";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2012 - 2012"
"2012";"2";"16/04/2012";"Giraffas";"";"0,65";"0,35";"Sim";"São Paulo";"RM São Paulo";"Abertura de restaurante fastfood, franqueado";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2012 - 2012"
"2012";"2";"16/04/2012";"Giraffas";"";"0,65";"0,35";"Sim";"São Paulo";"RM São Paulo";"Abertura de restaurante fastfood, franqueado";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2012 - 2012"
"2012";"2";"03/05/2012";"Salad Creations";"Carlo Costa Curta Redigolo - EPP";"...";"...";"Não";"São Paulo";"RM São Paulo";"abertura de loja franqueada de fast-food de sadalas.";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2012 - 2012"
"2012";"2";"08/05/2012";"Pizza Hut";"International Restaurantes do Brasil S/A";"0,85";"0,43";"Sim";"São Paulo";"RM São Paulo";"Reforma da pizzaria e adequação do forno de franqueada no Shopping Eldorado";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Modernização";"2012 - 2012"
"2012";"2";"08/05/2012";"Amor aos Pedaços";"Amor aos Pedaçõs";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de loja de doçaria na Mooca Plaza Shopping.";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2011 - 2012"
"2012";"2";"08/05/2012";"Kia Ora";"Kia Ora Bar e Grill Ltda";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de bar no bairro Barra Funda.";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2011 - 2012"
"2012";"2";"10/05/2012";"Eat Empório Restaurante";"Cibi Alta Gastronomia SA";"5,00";"2,52";"Sim";"São Paulo";"RM São Paulo";"Inauguração de empório e restaurante na Vila Olímpia.";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2011 - 2012"
"2012";"2";"17/05/2012";"Tostex";"Giraffas Administradora de Franquias LTDA";"1,20";"0,60";"Sim";"São Paulo";"RM São Paulo";"Inauguração de lanchonete no Shopping Cidade Jardim";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2011 - 2012"
"2012";"2";"30/05/2012";"Starbucks Coffee";"Starbucks Brasil Comércio de Cafés LTDA";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de cafeteria no Mooca Plaza Shopping";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2011 - 2012"
"2012";"2";"13/06/2012";"68 La Pizzeria";"M2C Comércio de Alimentos LTDA - EPP";"3,00";"1,46";"Sim";"São Paulo";"RM São Paulo";"Abertura de pizzaria no bairro Cerqueira César.";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2011 - 2012"
"2012";"2";"28/06/2012";"Jaú Paulinhos";"Paulinhos Grill Gourmet Restaurante- EIRELI";"0,80";"0,39";"Sim";"São Paulo";"RM São Paulo";"Inauguração de Bar e Restaurante no bairro do Jardim Paulista";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2012 - 2012"
"2012";"2";"28/06/2012";"Vivenda do Camarão";"";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de restaurante franqueado no Shopping Light";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2011 - 2012"
"2012";"2";"19/06/2012";"Swiss Re";"Swiss RE Brasil Resseguros S.A/Swiss Reinsurance Company LTDA";"120,46";"58,79";"Sim";"São Paulo";"RM São Paulo";"Instalação de seguradora";"6530-8 - Resseguros";"6530-8 - Resseguros";"Implantação";"2012 - 2012"
"2012";"2";"10/04/2012";"Shopping Cidade Jardim";"JHSF Incorporações LTDA";"160,00";"86,28";"Sim";"São Paulo";"RM São Paulo";"Ampliação do shopping.";"6822-6 - Gestão e administração da propriedade imobiliária";"6810-2 - Atividades imobiliárias de imóveis próprios";"Ampliação";"2011 - 2012"
"2012";"2";"13/04/2012";"Pátio Bandeiras";"BR Properties S. A.";"...";"...";"Não";"São Paulo";"RM São Paulo";"Construção de prédio de escritórios na avenida Faria Lima.";"6822-6 - Gestão e administração da propriedade imobiliária";"6810-2 - Atividades imobiliárias de imóveis próprios";"Implantação";"2012 - 2012"
"2012";"2";"24/04/2012";"CB Richard Ellis";"CBRE Serviços do Brasil LTDA";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de nova sede da imobiliária no bairro do Morumbi.";"6822-6 - Gestão e administração da propriedade imobiliária";"6822-6 - Gestão e administração da propriedade imobiliária";"Modernização";"2011 - 2012"
